comp,mean_ident,mean_sim,cluster
JAAOBB010000116.1-JAAOBB010000126.1,0.41,0.565555555555556,100_0
JAAOBB010000116.1-JAAOBB010000128.1,0.406666666666667,0.552222222222222,100_0
JAAOBB010000116.1-JAAOBB010000129.1,0.851363636363636,0.897727272727273,100_0
JAAOBB010000116.1-JAAOBB010000130.1,0.774761904761905,0.843809523809524,100_0
JAAOBB010000116.1-JAAOBB010000131.1,0.401111111111111,0.561111111111111,100_0
JAAOBB010000116.1-JAAOBB010000132.1,0.497777777777778,0.647777777777778,100_0
JAAOBB010000116.1-JAAOBB010000133.1,0.831111111111111,0.88,100_0
JAAOBB010000116.1-JAAOBB010000134.1,0.398,0.559,100_0
JAAOBB010000116.1-MN855676,0.8885,0.9285,100_0
JAAOBB010000116.1-scaffold_1970,0.413,0.575,100_0
JAAOBB010000117.1-JAAOBB010000118.1,0.391111111111111,0.551111111111111,100_0
JAAOBB010000117.1-JAAOBB010000120.1,0.395555555555556,0.548888888888889,100_0
JAAOBB010000117.1-JAAOBB010000121.1,0.401111111111111,0.551111111111111,100_0
JAAOBB010000117.1-JAAOBB010000122.1,0.392222222222222,0.541111111111111,100_0
JAAOBB010000117.1-JAAOBB010000123.1,0.898461538461538,0.936153846153846,100_0
JAAOBB010000117.1-JAAOBB010000124.1,0.41125,0.57,100_0
JAAOBB010000117.1-JAAOBB010000125.1,0.999285714285714,0.999285714285714,100_0
JAAOBB010000117.1-JAAOBB010000126.1,0.834666666666667,0.894666666666667,100_0
JAAOBB010000117.1-JAAOBB010000128.1,0.838,0.898666666666667,100_0
JAAOBB010000117.1-JAAOBB010000129.1,0.40875,0.565,100_0
JAAOBB010000117.1-JAAOBB010000130.1,0.41,0.56875,100_0
JAAOBB010000117.1-JAAOBB010000131.1,0.919333333333333,0.943333333333333,100_0
JAAOBB010000117.1-JAAOBB010000132.1,0.424285714285714,0.591428571428571,100_0
JAAOBB010000117.1-JAAOBB010000133.1,0.4025,0.5575,100_0
JAAOBB010000117.1-JAAOBB010000134.1,0.819333333333333,0.882,100_0
JAAOBB010000117.1-MN855676,0.4075,0.56875,100_0
JAAOBB010000117.1-scaffold_1970,0.695483870967742,0.723548387096774,100_0
JAAOBB010000118.1-JAAOBB010000120.1,0.849285714285714,0.910714285714286,100_0
JAAOBB010000118.1-JAAOBB010000121.1,0.801904761904762,0.864761904761905,100_0
JAAOBB010000118.1-JAAOBB010000122.1,0.658666666666667,0.77,100_0
JAAOBB010000118.1-JAAOBB010000123.1,0.421428571428571,0.575714285714286,100_0
JAAOBB010000118.1-JAAOBB010000124.1,0.794166666666667,0.8575,100_0
JAAOBB010000118.1-JAAOBB010000125.1,0.414285714285714,0.578571428571429,100_0
JAAOBB010000118.1-JAAOBB010000126.1,0.407777777777778,0.561111111111111,100_0
JAAOBB010000118.1-JAAOBB010000128.1,0.404444444444444,0.552222222222222,100_0
JAAOBB010000118.1-JAAOBB010000129.1,0.721818181818182,0.81,100_0
JAAOBB010000118.1-JAAOBB010000130.1,0.753636363636364,0.833181818181818,100_0
JAAOBB010000118.1-JAAOBB010000131.1,0.397777777777778,0.557777777777778,100_0
JAAOBB010000118.1-JAAOBB010000132.1,0.49,0.645555555555556,100_0
JAAOBB010000118.1-JAAOBB010000133.1,0.752777777777778,0.825555555555556,100_0
JAAOBB010000118.1-JAAOBB010000134.1,0.406666666666667,0.573333333333333,100_0
JAAOBB010000118.1-MN855676,0.7425,0.8305,100_0
JAAOBB010000118.1-scaffold_1970,0.383333333333333,0.548333333333333,100_0
JAAOBB010000120.1-JAAOBB010000121.1,0.851428571428571,0.903571428571429,100_0
JAAOBB010000120.1-JAAOBB010000122.1,0.675833333333333,0.775833333333333,100_0
JAAOBB010000120.1-JAAOBB010000123.1,0.42,0.574285714285714,100_0
JAAOBB010000120.1-JAAOBB010000124.1,0.816153846153846,0.869230769230769,100_0
JAAOBB010000120.1-JAAOBB010000125.1,0.42,0.58,100_0
JAAOBB010000120.1-JAAOBB010000126.1,0.41375,0.5675,100_0
JAAOBB010000120.1-JAAOBB010000128.1,0.41375,0.565,100_0
JAAOBB010000120.1-JAAOBB010000129.1,0.78875,0.85875,100_0
JAAOBB010000120.1-JAAOBB010000130.1,0.890625,0.933125,100_0
JAAOBB010000120.1-JAAOBB010000131.1,0.386,0.544,100_0
JAAOBB010000120.1-JAAOBB010000132.1,0.476,0.631,100_0
JAAOBB010000120.1-JAAOBB010000133.1,0.834545454545455,0.887272727272727,100_0
JAAOBB010000120.1-JAAOBB010000134.1,0.4,0.553333333333333,100_0
JAAOBB010000120.1-MN855676,0.810666666666667,0.868666666666667,100_0
JAAOBB010000120.1-scaffold_1970,0.388181818181818,0.528181818181818,100_0
JAAOBB010000121.1-JAAOBB010000122.1,0.638125,0.745625,100_0
JAAOBB010000121.1-JAAOBB010000123.1,0.41375,0.5625,100_0
JAAOBB010000121.1-JAAOBB010000124.1,0.761538461538461,0.827692307692308,100_0
JAAOBB010000121.1-JAAOBB010000125.1,0.4125,0.5625,100_0
JAAOBB010000121.1-JAAOBB010000126.1,0.401,0.555,100_0
JAAOBB010000121.1-JAAOBB010000128.1,0.398,0.544,100_0
JAAOBB010000121.1-JAAOBB010000129.1,0.757391304347826,0.826086956521739,100_0
JAAOBB010000121.1-JAAOBB010000130.1,0.786363636363636,0.853636363636364,100_0
JAAOBB010000121.1-JAAOBB010000131.1,0.397,0.547,100_0
JAAOBB010000121.1-JAAOBB010000132.1,0.495555555555556,0.65,100_0
JAAOBB010000121.1-JAAOBB010000133.1,0.8,0.861,100_0
JAAOBB010000121.1-JAAOBB010000134.1,0.396,0.555,100_0
JAAOBB010000121.1-MN855676,0.784,0.855,100_0
JAAOBB010000121.1-scaffold_1970,0.393333333333333,0.545833333333333,100_0
JAAOBB010000122.1-JAAOBB010000123.1,0.421428571428571,0.575714285714286,100_0
JAAOBB010000122.1-JAAOBB010000124.1,0.675454545454545,0.778181818181818,100_0
JAAOBB010000122.1-JAAOBB010000125.1,0.418571428571429,0.568571428571429,100_0
JAAOBB010000122.1-JAAOBB010000126.1,0.398,0.551,100_0
JAAOBB010000122.1-JAAOBB010000128.1,0.393,0.54,100_0
JAAOBB010000122.1-JAAOBB010000129.1,0.63875,0.75625,100_0
JAAOBB010000122.1-JAAOBB010000130.1,0.63875,0.744375,100_0
JAAOBB010000122.1-JAAOBB010000131.1,0.393,0.54,100_0
JAAOBB010000122.1-JAAOBB010000132.1,0.462,0.606,100_0
JAAOBB010000122.1-JAAOBB010000133.1,0.653571428571429,0.763571428571429,100_0
JAAOBB010000122.1-JAAOBB010000134.1,0.402222222222222,0.565555555555556,100_0
JAAOBB010000122.1-MN855676,0.64125,0.749375,100_0
JAAOBB010000122.1-scaffold_1970,0.386363636363636,0.54,100_0
JAAOBB010000123.1-JAAOBB010000124.1,0.42,0.574285714285714,100_0
JAAOBB010000123.1-JAAOBB010000125.1,0.899230769230769,0.936923076923077,100_0
JAAOBB010000123.1-JAAOBB010000126.1,0.836923076923077,0.896153846153846,100_0
JAAOBB010000123.1-JAAOBB010000128.1,0.837692307692308,0.893846153846154,100_0
JAAOBB010000123.1-JAAOBB010000129.1,0.421428571428571,0.575714285714286,100_0
JAAOBB010000123.1-JAAOBB010000130.1,0.422857142857143,0.574285714285714,100_0
JAAOBB010000123.1-JAAOBB010000131.1,0.914615384615385,0.943076923076923,100_0
JAAOBB010000123.1-JAAOBB010000132.1,0.424285714285714,0.585714285714286,100_0
JAAOBB010000123.1-JAAOBB010000133.1,0.41,0.565714285714286,100_0
JAAOBB010000123.1-JAAOBB010000134.1,0.843076923076923,0.901538461538462,100_0
JAAOBB010000123.1-MN855676,0.421428571428571,0.577142857142857,100_0
JAAOBB010000123.1-scaffold_1970,0.670344827586207,0.706206896551724,100_0
JAAOBB010000124.1-JAAOBB010000125.1,0.421428571428571,0.58,100_0
JAAOBB010000124.1-JAAOBB010000126.1,0.415,0.57125,100_0
JAAOBB010000124.1-JAAOBB010000128.1,0.41625,0.5675,100_0
JAAOBB010000124.1-JAAOBB010000129.1,0.929230769230769,0.955384615384615,100_0
JAAOBB010000124.1-JAAOBB010000130.1,0.817692307692308,0.872307692307692,100_0
JAAOBB010000124.1-JAAOBB010000131.1,0.405,0.5625,100_0
JAAOBB010000124.1-JAAOBB010000132.1,0.5075,0.65375,100_0
JAAOBB010000124.1-JAAOBB010000133.1,0.9,0.927,100_0
JAAOBB010000124.1-JAAOBB010000134.1,0.4,0.552222222222222,100_0
JAAOBB010000124.1-MN855676,0.931538461538462,0.956153846153846,100_0
JAAOBB010000124.1-scaffold_1970,0.407777777777778,0.56,100_0
JAAOBB010000125.1-JAAOBB010000126.1,0.855384615384615,0.913076923076923,100_0
JAAOBB010000125.1-JAAOBB010000128.1,0.859230769230769,0.916153846153846,100_0
JAAOBB010000125.1-JAAOBB010000129.1,0.42,0.58,100_0
JAAOBB010000125.1-JAAOBB010000130.1,0.424285714285714,0.582857142857143,100_0
JAAOBB010000125.1-JAAOBB010000131.1,0.916923076923077,0.944615384615385,100_0
JAAOBB010000125.1-JAAOBB010000132.1,0.422857142857143,0.591428571428571,100_0
JAAOBB010000125.1-JAAOBB010000133.1,0.414285714285714,0.571428571428571,100_0
JAAOBB010000125.1-JAAOBB010000134.1,0.823846153846154,0.886923076923077,100_0
JAAOBB010000125.1-MN855676,0.42,0.582857142857143,100_0
JAAOBB010000125.1-scaffold_1970,0.698148148148148,0.728888888888889,100_0
JAAOBB010000126.1-JAAOBB010000128.1,0.968823529411765,0.974705882352941,100_0
JAAOBB010000126.1-JAAOBB010000129.1,0.411111111111111,0.566666666666667,100_0
JAAOBB010000126.1-JAAOBB010000130.1,0.415555555555556,0.568888888888889,100_0
JAAOBB010000126.1-JAAOBB010000131.1,0.808,0.871,100_0
JAAOBB010000126.1-JAAOBB010000132.1,0.41125,0.57375,100_0
JAAOBB010000126.1-JAAOBB010000133.1,0.405555555555556,0.554444444444444,100_0
JAAOBB010000126.1-JAAOBB010000134.1,0.766842105263158,0.841578947368421,100_0
JAAOBB010000126.1-MN855676,0.414444444444444,0.568888888888889,100_0
JAAOBB010000126.1-scaffold_1970,0.651142857142857,0.704285714285714,100_0
JAAOBB010000128.1-JAAOBB010000129.1,0.407777777777778,0.556666666666667,100_0
JAAOBB010000128.1-JAAOBB010000130.1,0.408888888888889,0.56,100_0
JAAOBB010000128.1-JAAOBB010000131.1,0.850625,0.90625,100_0
JAAOBB010000128.1-JAAOBB010000132.1,0.41,0.57,100_0
JAAOBB010000128.1-JAAOBB010000133.1,0.405555555555556,0.551111111111111,100_0
JAAOBB010000128.1-JAAOBB010000134.1,0.789375,0.85875,100_0
JAAOBB010000128.1-MN855676,0.411111111111111,0.558888888888889,100_0
JAAOBB010000128.1-scaffold_1970,0.645588235294118,0.695882352941177,100_0
JAAOBB010000129.1-JAAOBB010000130.1,0.729615384615385,0.810769230769231,100_0
JAAOBB010000129.1-JAAOBB010000131.1,0.404444444444444,0.567777777777778,100_0
JAAOBB010000129.1-JAAOBB010000132.1,0.498888888888889,0.653333333333333,100_0
JAAOBB010000129.1-JAAOBB010000133.1,0.829473684210526,0.883157894736842,100_0
JAAOBB010000129.1-JAAOBB010000134.1,0.41,0.572222222222222,100_0
JAAOBB010000129.1-MN855676,0.851739130434783,0.899130434782609,100_0
JAAOBB010000129.1-scaffold_1970,0.415,0.575,100_0
JAAOBB010000130.1-JAAOBB010000131.1,0.405555555555556,0.566666666666667,100_0
JAAOBB010000130.1-JAAOBB010000132.1,0.479,0.627,100_0
JAAOBB010000130.1-JAAOBB010000133.1,0.798947368421053,0.863157894736842,100_0
JAAOBB010000130.1-JAAOBB010000134.1,0.403,0.559,100_0
JAAOBB010000130.1-MN855676,0.805454545454545,0.862727272727273,100_0
JAAOBB010000130.1-scaffold_1970,0.3975,0.548333333333333,100_0
JAAOBB010000131.1-JAAOBB010000132.1,0.40375,0.5675,100_0
JAAOBB010000131.1-JAAOBB010000133.1,0.4,0.556666666666667,100_0
JAAOBB010000131.1-JAAOBB010000134.1,0.801052631578947,0.855263157894737,100_0
JAAOBB010000131.1-MN855676,0.386363636363636,0.546363636363636,100_0
JAAOBB010000131.1-scaffold_1970,0.6655,0.68925,100_0
JAAOBB010000132.1-JAAOBB010000133.1,0.505,0.645,100_0
JAAOBB010000132.1-JAAOBB010000134.1,0.40625,0.57375,100_0
JAAOBB010000132.1-MN855676,0.496666666666667,0.652222222222222,100_0
JAAOBB010000132.1-scaffold_1970,0.392,0.558,100_0
JAAOBB010000133.1-JAAOBB010000134.1,0.39,0.543,100_0
JAAOBB010000133.1-MN855676,0.849411764705882,0.898823529411765,100_0
JAAOBB010000133.1-scaffold_1970,0.39,0.541,100_0
JAAOBB010000134.1-MN855676,0.401,0.559,100_0
JAAOBB010000134.1-scaffold_1970,0.687027027027027,0.72,100_0
MN855676-scaffold_1970,0.418,0.577,100_0
