comp,mean_ident,mean_sim,cluster
JAAOBB010000116.1-JAAOBB010000126.1,0.41,0.565555555555556,100_0
JAAOBB010000116.1-JAAOBB010000128.1,0.406666666666667,0.552222222222222,100_0
JAAOBB010000116.1-JAAOBB010000129.1,0.851363636363636,0.897727272727273,100_0
JAAOBB010000116.1-JAAOBB010000130.1,0.774761904761905,0.843809523809524,100_0
JAAOBB010000116.1-JAAOBB010000131.1,0.401111111111111,0.561111111111111,100_0
JAAOBB010000116.1-JAAOBB010000132.1,0.497777777777778,0.647777777777778,100_0
JAAOBB010000116.1-JAAOBB010000133.1,0.831111111111111,0.88,100_0
JAAOBB010000116.1-JAAOBB010000134.1,0.398,0.559,100_0
JAAOBB010000116.1-MN855676,0.8885,0.9285,100_0
JAAOBB010000116.1-scaffold_1970,0.413,0.575,100_0
JAAOBB010000117.1-JAAOBB010000118.1,0.391111111111111,0.551111111111111,100_0
JAAOBB010000117.1-JAAOBB010000120.1,0.395555555555556,0.548888888888889,100_0
JAAOBB010000117.1-JAAOBB010000121.1,0.401111111111111,0.551111111111111,100_0
JAAOBB010000117.1-JAAOBB010000122.1,0.392222222222222,0.541111111111111,100_0
JAAOBB010000117.1-JAAOBB010000123.1,0.898461538461538,0.936153846153846,100_0
JAAOBB010000117.1-JAAOBB010000124.1,0.41125,0.57,100_0
JAAOBB010000117.1-JAAOBB010000125.1,0.999285714285714,0.999285714285714,100_0
JAAOBB010000117.1-JAAOBB010000126.1,0.834666666666667,0.894666666666667,100_0
JAAOBB010000117.1-JAAOBB010000128.1,0.838,0.898666666666667,100_0
JAAOBB010000117.1-JAAOBB010000129.1,0.40875,0.565,100_0
JAAOBB010000117.1-JAAOBB010000130.1,0.41,0.56875,100_0
JAAOBB010000117.1-JAAOBB010000131.1,0.919333333333333,0.943333333333333,100_0
JAAOBB010000117.1-JAAOBB010000132.1,0.424285714285714,0.591428571428571,100_0
JAAOBB010000117.1-JAAOBB010000133.1,0.4025,0.5575,100_0
JAAOBB010000117.1-JAAOBB010000134.1,0.819333333333333,0.882,100_0
JAAOBB010000117.1-MN855676,0.4075,0.56875,100_0
JAAOBB010000117.1-scaffold_1970,0.695483870967742,0.723548387096774,100_0
JAAOBB010000118.1-JAAOBB010000120.1,0.849285714285714,0.910714285714286,100_0
JAAOBB010000118.1-JAAOBB010000121.1,0.801904761904762,0.864761904761905,100_0
JAAOBB010000118.1-JAAOBB010000122.1,0.658666666666667,0.77,100_0
JAAOBB010000118.1-JAAOBB010000123.1,0.421428571428571,0.575714285714286,100_0
JAAOBB010000118.1-JAAOBB010000124.1,0.794166666666667,0.8575,100_0
JAAOBB010000118.1-JAAOBB010000125.1,0.414285714285714,0.578571428571429,100_0
JAAOBB010000118.1-JAAOBB010000126.1,0.407777777777778,0.561111111111111,100_0
JAAOBB010000118.1-JAAOBB010000128.1,0.404444444444444,0.552222222222222,100_0
JAAOBB010000118.1-JAAOBB010000129.1,0.721818181818182,0.81,100_0
JAAOBB010000118.1-JAAOBB010000130.1,0.753636363636364,0.833181818181818,100_0
JAAOBB010000118.1-JAAOBB010000131.1,0.397777777777778,0.557777777777778,100_0
JAAOBB010000118.1-JAAOBB010000132.1,0.49,0.645555555555556,100_0
JAAOBB010000118.1-JAAOBB010000133.1,0.752777777777778,0.825555555555556,100_0
JAAOBB010000118.1-JAAOBB010000134.1,0.406666666666667,0.573333333333333,100_0
JAAOBB010000118.1-MN855676,0.7425,0.8305,100_0
JAAOBB010000118.1-scaffold_1970,0.383333333333333,0.548333333333333,100_0
JAAOBB010000120.1-JAAOBB010000121.1,0.851428571428571,0.903571428571429,100_0
JAAOBB010000120.1-JAAOBB010000122.1,0.675833333333333,0.775833333333333,100_0
JAAOBB010000120.1-JAAOBB010000123.1,0.42,0.574285714285714,100_0
JAAOBB010000120.1-JAAOBB010000124.1,0.816153846153846,0.869230769230769,100_0
JAAOBB010000120.1-JAAOBB010000125.1,0.42,0.58,100_0
JAAOBB010000120.1-JAAOBB010000126.1,0.41375,0.5675,100_0
JAAOBB010000120.1-JAAOBB010000128.1,0.41375,0.565,100_0
JAAOBB010000120.1-JAAOBB010000129.1,0.78875,0.85875,100_0
JAAOBB010000120.1-JAAOBB010000130.1,0.890625,0.933125,100_0
JAAOBB010000120.1-JAAOBB010000131.1,0.386,0.544,100_0
JAAOBB010000120.1-JAAOBB010000132.1,0.476,0.631,100_0
JAAOBB010000120.1-JAAOBB010000133.1,0.834545454545455,0.887272727272727,100_0
JAAOBB010000120.1-JAAOBB010000134.1,0.4,0.553333333333333,100_0
JAAOBB010000120.1-MN855676,0.810666666666667,0.868666666666667,100_0
JAAOBB010000120.1-scaffold_1970,0.388181818181818,0.528181818181818,100_0
JAAOBB010000121.1-JAAOBB010000122.1,0.638125,0.745625,100_0
JAAOBB010000121.1-JAAOBB010000123.1,0.41375,0.5625,100_0
JAAOBB010000121.1-JAAOBB010000124.1,0.761538461538461,0.827692307692308,100_0
JAAOBB010000121.1-JAAOBB010000125.1,0.4125,0.5625,100_0
JAAOBB010000121.1-JAAOBB010000126.1,0.401,0.555,100_0
JAAOBB010000121.1-JAAOBB010000128.1,0.398,0.544,100_0
JAAOBB010000121.1-JAAOBB010000129.1,0.757391304347826,0.826086956521739,100_0
JAAOBB010000121.1-JAAOBB010000130.1,0.786363636363636,0.853636363636364,100_0
JAAOBB010000121.1-JAAOBB010000131.1,0.397,0.547,100_0
JAAOBB010000121.1-JAAOBB010000132.1,0.495555555555556,0.65,100_0
JAAOBB010000121.1-JAAOBB010000133.1,0.8,0.861,100_0
JAAOBB010000121.1-JAAOBB010000134.1,0.396,0.555,100_0
JAAOBB010000121.1-MN855676,0.784,0.855,100_0
JAAOBB010000121.1-scaffold_1970,0.393333333333333,0.545833333333333,100_0
JAAOBB010000122.1-JAAOBB010000123.1,0.421428571428571,0.575714285714286,100_0
JAAOBB010000122.1-JAAOBB010000124.1,0.675454545454545,0.778181818181818,100_0
JAAOBB010000122.1-JAAOBB010000125.1,0.418571428571429,0.568571428571429,100_0
JAAOBB010000122.1-JAAOBB010000126.1,0.398,0.551,100_0
JAAOBB010000122.1-JAAOBB010000128.1,0.393,0.54,100_0
JAAOBB010000122.1-JAAOBB010000129.1,0.63875,0.75625,100_0
JAAOBB010000122.1-JAAOBB010000130.1,0.63875,0.744375,100_0
JAAOBB010000122.1-JAAOBB010000131.1,0.393,0.54,100_0
JAAOBB010000122.1-JAAOBB010000132.1,0.462,0.606,100_0
JAAOBB010000122.1-JAAOBB010000133.1,0.653571428571429,0.763571428571429,100_0
JAAOBB010000122.1-JAAOBB010000134.1,0.402222222222222,0.565555555555556,100_0
JAAOBB010000122.1-MN855676,0.64125,0.749375,100_0
JAAOBB010000122.1-scaffold_1970,0.386363636363636,0.54,100_0
JAAOBB010000123.1-JAAOBB010000124.1,0.42,0.574285714285714,100_0
JAAOBB010000123.1-JAAOBB010000125.1,0.899230769230769,0.936923076923077,100_0
JAAOBB010000123.1-JAAOBB010000126.1,0.836923076923077,0.896153846153846,100_0
JAAOBB010000123.1-JAAOBB010000128.1,0.837692307692308,0.893846153846154,100_0
JAAOBB010000123.1-JAAOBB010000129.1,0.421428571428571,0.575714285714286,100_0
JAAOBB010000123.1-JAAOBB010000130.1,0.422857142857143,0.574285714285714,100_0
JAAOBB010000123.1-JAAOBB010000131.1,0.914615384615385,0.943076923076923,100_0
JAAOBB010000123.1-JAAOBB010000132.1,0.424285714285714,0.585714285714286,100_0
JAAOBB010000123.1-JAAOBB010000133.1,0.41,0.565714285714286,100_0
JAAOBB010000123.1-JAAOBB010000134.1,0.843076923076923,0.901538461538462,100_0
JAAOBB010000123.1-MN855676,0.421428571428571,0.577142857142857,100_0
JAAOBB010000123.1-scaffold_1970,0.670344827586207,0.706206896551724,100_0
JAAOBB010000124.1-JAAOBB010000125.1,0.421428571428571,0.58,100_0
JAAOBB010000124.1-JAAOBB010000126.1,0.415,0.57125,100_0
JAAOBB010000124.1-JAAOBB010000128.1,0.41625,0.5675,100_0
JAAOBB010000124.1-JAAOBB010000129.1,0.929230769230769,0.955384615384615,100_0
JAAOBB010000124.1-JAAOBB010000130.1,0.817692307692308,0.872307692307692,100_0
JAAOBB010000124.1-JAAOBB010000131.1,0.405,0.5625,100_0
JAAOBB010000124.1-JAAOBB010000132.1,0.5075,0.65375,100_0
JAAOBB010000124.1-JAAOBB010000133.1,0.9,0.927,100_0
JAAOBB010000124.1-JAAOBB010000134.1,0.4,0.552222222222222,100_0
JAAOBB010000124.1-MN855676,0.931538461538462,0.956153846153846,100_0
JAAOBB010000124.1-scaffold_1970,0.407777777777778,0.56,100_0
JAAOBB010000125.1-JAAOBB010000126.1,0.855384615384615,0.913076923076923,100_0
JAAOBB010000125.1-JAAOBB010000128.1,0.859230769230769,0.916153846153846,100_0
JAAOBB010000125.1-JAAOBB010000129.1,0.42,0.58,100_0
JAAOBB010000125.1-JAAOBB010000130.1,0.424285714285714,0.582857142857143,100_0
JAAOBB010000125.1-JAAOBB010000131.1,0.916923076923077,0.944615384615385,100_0
JAAOBB010000125.1-JAAOBB010000132.1,0.422857142857143,0.591428571428571,100_0
JAAOBB010000125.1-JAAOBB010000133.1,0.414285714285714,0.571428571428571,100_0
JAAOBB010000125.1-JAAOBB010000134.1,0.823846153846154,0.886923076923077,100_0
JAAOBB010000125.1-MN855676,0.42,0.582857142857143,100_0
JAAOBB010000125.1-scaffold_1970,0.698148148148148,0.728888888888889,100_0
JAAOBB010000126.1-JAAOBB010000128.1,0.968823529411765,0.974705882352941,100_0
JAAOBB010000126.1-JAAOBB010000129.1,0.411111111111111,0.566666666666667,100_0
JAAOBB010000126.1-JAAOBB010000130.1,0.415555555555556,0.568888888888889,100_0
JAAOBB010000126.1-JAAOBB010000131.1,0.808,0.871,100_0
JAAOBB010000126.1-JAAOBB010000132.1,0.41125,0.57375,100_0
JAAOBB010000126.1-JAAOBB010000133.1,0.405555555555556,0.554444444444444,100_0
JAAOBB010000126.1-JAAOBB010000134.1,0.766842105263158,0.841578947368421,100_0
JAAOBB010000126.1-MN855676,0.414444444444444,0.568888888888889,100_0
JAAOBB010000126.1-scaffold_1970,0.651142857142857,0.704285714285714,100_0
JAAOBB010000128.1-JAAOBB010000129.1,0.407777777777778,0.556666666666667,100_0
JAAOBB010000128.1-JAAOBB010000130.1,0.408888888888889,0.56,100_0
JAAOBB010000128.1-JAAOBB010000131.1,0.850625,0.90625,100_0
JAAOBB010000128.1-JAAOBB010000132.1,0.41,0.57,100_0
JAAOBB010000128.1-JAAOBB010000133.1,0.405555555555556,0.551111111111111,100_0
JAAOBB010000128.1-JAAOBB010000134.1,0.789375,0.85875,100_0
JAAOBB010000128.1-MN855676,0.411111111111111,0.558888888888889,100_0
JAAOBB010000128.1-scaffold_1970,0.645588235294118,0.695882352941177,100_0
JAAOBB010000129.1-JAAOBB010000130.1,0.729615384615385,0.810769230769231,100_0
JAAOBB010000129.1-JAAOBB010000131.1,0.404444444444444,0.567777777777778,100_0
JAAOBB010000129.1-JAAOBB010000132.1,0.498888888888889,0.653333333333333,100_0
JAAOBB010000129.1-JAAOBB010000133.1,0.829473684210526,0.883157894736842,100_0
JAAOBB010000129.1-JAAOBB010000134.1,0.41,0.572222222222222,100_0
JAAOBB010000129.1-MN855676,0.851739130434783,0.899130434782609,100_0
JAAOBB010000129.1-scaffold_1970,0.415,0.575,100_0
JAAOBB010000130.1-JAAOBB010000131.1,0.405555555555556,0.566666666666667,100_0
JAAOBB010000130.1-JAAOBB010000132.1,0.479,0.627,100_0
JAAOBB010000130.1-JAAOBB010000133.1,0.798947368421053,0.863157894736842,100_0
JAAOBB010000130.1-JAAOBB010000134.1,0.403,0.559,100_0
JAAOBB010000130.1-MN855676,0.805454545454545,0.862727272727273,100_0
JAAOBB010000130.1-scaffold_1970,0.3975,0.548333333333333,100_0
JAAOBB010000131.1-JAAOBB010000132.1,0.40375,0.5675,100_0
JAAOBB010000131.1-JAAOBB010000133.1,0.4,0.556666666666667,100_0
JAAOBB010000131.1-JAAOBB010000134.1,0.801052631578947,0.855263157894737,100_0
JAAOBB010000131.1-MN855676,0.386363636363636,0.546363636363636,100_0
JAAOBB010000131.1-scaffold_1970,0.6655,0.68925,100_0
JAAOBB010000132.1-JAAOBB010000133.1,0.505,0.645,100_0
JAAOBB010000132.1-JAAOBB010000134.1,0.40625,0.57375,100_0
JAAOBB010000132.1-MN855676,0.496666666666667,0.652222222222222,100_0
JAAOBB010000132.1-scaffold_1970,0.392,0.558,100_0
JAAOBB010000133.1-JAAOBB010000134.1,0.39,0.543,100_0
JAAOBB010000133.1-MN855676,0.849411764705882,0.898823529411765,100_0
JAAOBB010000133.1-scaffold_1970,0.39,0.541,100_0
JAAOBB010000134.1-MN855676,0.401,0.559,100_0
JAAOBB010000134.1-scaffold_1970,0.687027027027027,0.72,100_0
MN855676-scaffold_1970,0.418,0.577,100_0
comp,mean_ident,mean_sim,cluster
contig_2080-JAAOBB010000051.1,0.804705882352941,0.852647058823529,106_0
contig_2080-JAAOBB010000053.1,0.685,0.77452380952381,106_0
contig_2080-JAAOBB010000054.1,0.5025,0.64,106_0
contig_2080-JAAOBB010000056.1,0.528823529411765,0.662941176470588,106_0
contig_2080-JAAOBB010000057.1,0.460526315789474,0.615789473684211,106_0
contig_2080-JAAOBB010000058.1,0.527647058823529,0.660588235294118,106_0
contig_2080-JAAOBB010000062.1,0.71475,0.7935,106_0
contig_2080-MN855721,0.839565217391304,0.880434782608696,106_0
contig_2080-MN855722,0.475263157894737,0.622105263157895,106_0
contig_2080-MN855736,0.772,0.828,106_0
contig_2080-MN856054,0.502727272727273,0.642727272727273,106_0
contig_2080-MN856090,0.68547619047619,0.769761904761905,106_0
JAAOBB010000051.1-JAAOBB010000053.1,0.7090625,0.7846875,106_0
JAAOBB010000051.1-JAAOBB010000054.1,0.509285714285714,0.649285714285714,106_0
JAAOBB010000051.1-JAAOBB010000056.1,0.509333333333333,0.649333333333333,106_0
JAAOBB010000051.1-JAAOBB010000057.1,0.461764705882353,0.607058823529412,106_0
JAAOBB010000051.1-JAAOBB010000058.1,0.51125,0.645,106_0
JAAOBB010000051.1-JAAOBB010000062.1,0.700333333333333,0.78,106_0
JAAOBB010000051.1-MN855721,0.815277777777778,0.858333333333333,106_0
JAAOBB010000051.1-MN855722,0.47375,0.6175,106_0
JAAOBB010000051.1-MN855736,0.847142857142857,0.890571428571429,106_0
JAAOBB010000051.1-MN856054,0.514444444444444,0.646666666666667,106_0
JAAOBB010000051.1-MN856090,0.759285714285714,0.830714285714286,106_0
JAAOBB010000053.1-JAAOBB010000054.1,0.41,0.568461538461538,106_0
JAAOBB010000053.1-JAAOBB010000056.1,0.43,0.586923076923077,106_0
JAAOBB010000053.1-JAAOBB010000057.1,0.430588235294118,0.580588235294118,106_0
JAAOBB010000053.1-JAAOBB010000058.1,0.415384615384615,0.569230769230769,106_0
JAAOBB010000053.1-JAAOBB010000062.1,0.833255813953488,0.881162790697674,106_0
JAAOBB010000053.1-MN855721,0.67390243902439,0.764146341463415,106_0
JAAOBB010000053.1-MN855722,0.43,0.582105263157895,106_0
JAAOBB010000053.1-MN855736,0.713409090909091,0.793636363636364,106_0
JAAOBB010000053.1-MN856054,0.426111111111111,0.582777777777778,106_0
JAAOBB010000053.1-MN856090,0.890222222222222,0.923555555555556,106_0
JAAOBB010000054.1-JAAOBB010000056.1,0.89,0.9285,106_0
JAAOBB010000054.1-JAAOBB010000057.1,0.67,0.766363636363636,106_0
JAAOBB010000054.1-JAAOBB010000058.1,0.860476190476191,0.906666666666667,106_0
JAAOBB010000054.1-JAAOBB010000062.1,0.437692307692308,0.593076923076923,106_0
JAAOBB010000054.1-MN855721,0.55,0.68,106_0
JAAOBB010000054.1-MN855722,0.677619047619048,0.770476190476191,106_0
JAAOBB010000054.1-MN855736,0.524666666666667,0.658,106_0
JAAOBB010000054.1-MN856054,0.8392,0.8868,106_0
JAAOBB010000054.1-MN856090,0.448461538461538,0.602307692307692,106_0
JAAOBB010000056.1-JAAOBB010000057.1,0.671578947368421,0.772105263157895,106_0
JAAOBB010000056.1-JAAOBB010000058.1,0.928,0.9525,106_0
JAAOBB010000056.1-JAAOBB010000062.1,0.445714285714286,0.600714285714286,106_0
JAAOBB010000056.1-MN855721,0.56,0.688125,106_0
JAAOBB010000056.1-MN855722,0.649,0.7505,106_0
JAAOBB010000056.1-MN855736,0.54,0.668125,106_0
JAAOBB010000056.1-MN856054,0.885217391304348,0.916521739130435,106_0
JAAOBB010000056.1-MN856090,0.463846153846154,0.611538461538462,106_0
JAAOBB010000057.1-JAAOBB010000058.1,0.695,0.789583333333333,106_0
JAAOBB010000057.1-JAAOBB010000062.1,0.451111111111111,0.599444444444444,106_0
JAAOBB010000057.1-MN855721,0.4775,0.62625,106_0
JAAOBB010000057.1-MN855722,0.867333333333333,0.904444444444444,106_0
JAAOBB010000057.1-MN855736,0.461052631578947,0.611052631578947,106_0
JAAOBB010000057.1-MN856054,0.723421052631579,0.810526315789474,106_0
JAAOBB010000057.1-MN856090,0.456,0.603333333333333,106_0
JAAOBB010000058.1-JAAOBB010000062.1,0.423333333333333,0.576666666666667,106_0
JAAOBB010000058.1-MN855721,0.529444444444444,0.661666666666667,106_0
JAAOBB010000058.1-MN855722,0.6764,0.7732,106_0
JAAOBB010000058.1-MN855736,0.536875,0.665,106_0
JAAOBB010000058.1-MN856054,0.912692307692308,0.945,106_0
JAAOBB010000058.1-MN856090,0.424375,0.579375,106_0
JAAOBB010000062.1-MN855721,0.698,0.78275,106_0
JAAOBB010000062.1-MN855722,0.457777777777778,0.607222222222222,106_0
JAAOBB010000062.1-MN855736,0.711904761904762,0.791428571428571,106_0
JAAOBB010000062.1-MN856054,0.433684210526316,0.590526315789474,106_0
JAAOBB010000062.1-MN856090,0.845365853658537,0.887073170731707,106_0
MN855721-MN855722,0.484705882352941,0.630588235294118,106_0
MN855721-MN855736,0.7894,0.841,106_0
MN855721-MN856054,0.524761904761905,0.659047619047619,106_0
MN855721-MN856090,0.694878048780488,0.781951219512195,106_0
MN855722-MN855736,0.474210526315789,0.622105263157895,106_0
MN855722-MN856054,0.697073170731707,0.784146341463415,106_0
MN855722-MN856090,0.455294117647059,0.604117647058824,106_0
MN855736-MN856054,0.523333333333333,0.652380952380952,106_0
MN855736-MN856090,0.726279069767442,0.80093023255814,106_0
MN856054-MN856090,0.439444444444444,0.590555555555556,106_0
comp,mean_ident,mean_sim,cluster
contig_1156-JAAOBB010000017.1,0.541764705882353,0.646764705882353,109_0
contig_1156-MN856006,0.530740740740741,0.642592592592593,109_0
JAAOBB010000017.1-MN856006,0.819512195121951,0.859268292682927,109_0
comp,mean_ident,mean_sim,cluster
contig_1822-contig_2536,0.741764705882353,0.783823529411765,157_0
contig_1822-JAAOBB010000024.1,0.872857142857143,0.91,157_0
contig_1822-MN856037,0.893333333333333,0.920555555555556,157_0
contig_2536-JAAOBB010000024.1,0.802432432432432,0.835135135135135,157_0
contig_2536-MN856037,0.7953125,0.8265625,157_0
JAAOBB010000024.1-MN856037,0.915384615384615,0.927692307692308,157_0
comp,mean_ident,mean_sim,cluster
contig_1749-contig_2052,0.807241379310345,0.856896551724138,181_0
contig_1749-contig_2796,0.822682926829268,0.85609756097561,181_0
contig_1749-JAAOBB010000021.1,0.795333333333333,0.841333333333333,181_0
contig_1749-JAAOBB010000023.1,0.925555555555556,0.947222222222222,181_0
contig_1749-MN855962,0.903,0.932,181_0
contig_1749-MN856050,0.89375,0.92875,181_0
contig_1749-MN856062,0.748461538461538,0.796153846153846,181_0
contig_2052-contig_2796,0.83,0.864772727272727,181_0
contig_2052-JAAOBB010000021.1,0.775789473684211,0.84,181_0
contig_2052-JAAOBB010000023.1,0.859166666666667,0.914166666666667,181_0
contig_2052-MN855962,0.808571428571429,0.871428571428571,181_0
contig_2052-MN856050,0.774615384615385,0.844615384615385,181_0
contig_2052-MN856062,0.802857142857143,0.838571428571429,181_0
contig_2796-JAAOBB010000021.1,0.750526315789474,0.813684210526316,181_0
contig_2796-JAAOBB010000023.1,0.801,0.844,181_0
contig_2796-MN855962,0.817,0.859,181_0
contig_2796-MN856050,0.824615384615385,0.872307692307692,181_0
contig_2796-MN856062,0.850769230769231,0.879230769230769,181_0
JAAOBB010000021.1-JAAOBB010000023.1,0.8025,0.85875,181_0
JAAOBB010000021.1-MN855962,0.853,0.89,181_0
JAAOBB010000021.1-MN856050,0.933333333333333,0.965,181_0
JAAOBB010000021.1-MN856062,0.766666666666667,0.797777777777778,181_0
JAAOBB010000023.1-MN855962,0.904166666666667,0.940833333333333,181_0
JAAOBB010000023.1-MN856050,0.908,0.946,181_0
JAAOBB010000023.1-MN856062,0.693333333333333,0.731666666666667,181_0
MN855962-MN856050,0.948333333333333,0.966666666666667,181_0
MN855962-MN856062,0.712857142857143,0.755714285714286,181_0
MN856050-MN856062,0.771666666666667,0.818333333333333,181_0
comp,mean_ident,mean_sim,cluster
contig_1921-JAAOBB010000010.1,0.768,0.8135,22_0
contig_1921-MN855645,0.832666666666667,0.865333333333333,22_0
contig_1921-MN855715,0.823571428571429,0.872857142857143,22_0
contig_1921-MN856015,0.643636363636364,0.716363636363636,22_0
contig_1921-MN856070,0.681428571428571,0.747619047619048,22_0
contig_1921-MN856103,0.747368421052632,0.796842105263158,22_0
JAAOBB010000010.1-MN855645,0.933333333333333,0.956666666666667,22_0
JAAOBB010000010.1-MN855715,0.876666666666667,0.925555555555556,22_0
JAAOBB010000010.1-MN856015,0.76,0.838181818181818,22_0
JAAOBB010000010.1-MN856070,0.745454545454545,0.831818181818182,22_0
JAAOBB010000010.1-MN856103,0.808181818181818,0.868181818181818,22_0
MN855645-MN855715,0.874615384615385,0.919230769230769,22_0
MN855645-MN856015,0.807692307692308,0.873846153846154,22_0
MN855645-MN856070,0.793333333333333,0.865,22_0
MN855645-MN856103,0.864166666666667,0.904166666666667,22_0
MN855715-MN856015,0.784615384615385,0.849230769230769,22_0
MN855715-MN856070,0.839166666666667,0.895833333333333,22_0
MN855715-MN856103,0.894166666666667,0.925,22_0
MN856015-MN856070,0.79578947368421,0.850526315789474,22_0
MN856015-MN856103,0.751333333333333,0.824,22_0
MN856070-MN856103,0.833529411764706,0.897058823529412,22_0
comp,mean_ident,mean_sim,cluster
contig_1976-JAAOBB010000030.1,0.435,0.568214285714286,23_0
contig_1976-MN855673,0.412666666666667,0.560333333333333,23_0
contig_1976-MN855701,0.619444444444444,0.725555555555556,23_0
contig_1976-MN856069,0.433571428571429,0.563214285714286,23_0
JAAOBB010000030.1-MN855673,0.502380952380952,0.645714285714286,23_0
JAAOBB010000030.1-MN855701,0.425789473684211,0.574736842105263,23_0
JAAOBB010000030.1-MN856069,0.912173913043478,0.934782608695652,23_0
MN855673-MN855701,0.406666666666667,0.572857142857143,23_0
MN855673-MN856069,0.508333333333333,0.653333333333333,23_0
MN855701-MN856069,0.419,0.568,23_0
comp,mean_ident,mean_sim,cluster
contig_837-JAAOBB010000161.1,0.518181818181818,0.658181818181818,293_0
contig_837-MN855627,0.464,0.606,293_0
JAAOBB010000161.1-MN855627,0.804,0.808,293_0
comp,mean_ident,mean_sim,cluster
contig_2511-JAAOBB010000028.1,0.676842105263158,0.773157894736842,52_0
contig_2511-JAAOBB010000145.1,0.778571428571429,0.852857142857143,52_0
contig_2511-MN855748,0.752727272727273,0.838181818181818,52_0
contig_2511-MN855751,0.676,0.768666666666667,52_0
contig_2511-MN855781,0.871111111111111,0.894814814814815,52_0
JAAOBB010000028.1-MN855748,0.855,0.91,52_0
JAAOBB010000028.1-MN855751,0.896363636363636,0.93,52_0
JAAOBB010000028.1-MN855781,0.690833333333333,0.7975,52_0
JAAOBB010000145.1-MN855748,0.806153846153846,0.87,52_0
JAAOBB010000145.1-MN855781,0.753333333333333,0.828888888888889,52_0
MN855748-MN855781,0.727777777777778,0.823333333333333,52_0
