locus_tag	ftype	length_bp	gene	EC_number	COG	product
POLLLNDP_00073	CDS	156				hypothetical protein
POLLLNDP_00074	CDS	90				hypothetical protein
POLLLNDP_00075	CDS	222				hypothetical protein
POLLLNDP_00076	CDS	141				hypothetical protein
POLLLNDP_00077	CDS	96				hypothetical protein
POLLLNDP_00078	CDS	150				hypothetical protein
POLLLNDP_00079	CDS	126				hypothetical protein
POLLLNDP_00080	CDS	99				hypothetical protein
POLLLNDP_00081	CDS	93				hypothetical protein
POLLLNDP_00082	CDS	96				hypothetical protein
POLLLNDP_00083	CDS	93				hypothetical protein
POLLLNDP_00084	CDS	228				hypothetical protein
POLLLNDP_00085	CDS	165				hypothetical protein
POLLLNDP_00086	CDS	189				hypothetical protein
POLLLNDP_00087	CDS	219				hypothetical protein
POLLLNDP_00088	CDS	201				hypothetical protein
POLLLNDP_00089	CDS	183				hypothetical protein
POLLLNDP_00090	CDS	93				hypothetical protein
POLLLNDP_00091	CDS	123				hypothetical protein
POLLLNDP_00092	CDS	189				hypothetical protein
POLLLNDP_00093	CDS	99				hypothetical protein
POLLLNDP_00094	CDS	252				hypothetical protein
POLLLNDP_00095	CDS	162				hypothetical protein
POLLLNDP_00096	CDS	93				hypothetical protein
POLLLNDP_00097	CDS	96				hypothetical protein
POLLLNDP_00098	CDS	114				hypothetical protein
POLLLNDP_00099	CDS	108				hypothetical protein
POLLLNDP_00100	CDS	129				hypothetical protein
POLLLNDP_00101	CDS	105				hypothetical protein
POLLLNDP_00102	CDS	135				hypothetical protein
POLLLNDP_00103	CDS	117				hypothetical protein
POLLLNDP_00104	CDS	90				hypothetical protein
POLLLNDP_00105	CDS	99				hypothetical protein
POLLLNDP_00106	CDS	162				hypothetical protein
POLLLNDP_00107	CDS	219				hypothetical protein
POLLLNDP_00108	CDS	156				hypothetical protein
POLLLNDP_00109	CDS	114				hypothetical protein
POLLLNDP_00110	CDS	156				hypothetical protein
POLLLNDP_00111	CDS	93				hypothetical protein
POLLLNDP_00112	CDS	177				hypothetical protein
