CGC_main says, Iterating through fileSet...
CGC_main says, Sorting gene calls for each caller...
CGC_main says, Comparing accross the call sets....
CGC_main says, Merging the gene call sets....
CGC_main says, Comparing across gene call sets....
CGC_main says, Scoring gene calls....
CGC_main says, Identifying gene calls in common...
CGC_main says, printing GFF formatted gene-call file....
CGC_main says, printing report....

GENE-CALL TABLE:

number	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	caller	strand	leftEnd	rightEnd	length	contig	
122	glimmer	-	67803	68285	483	scaffold_2752	phanotate	-	67803	68285	483	scaffold_2752	prodigal	-	67803	68285	483	scaffold_2752	
123	glimmer	-	68368	68901	534	scaffold_2752	phanotate	-	68368	68901	534	scaffold_2752	prodigal	-	68368	68901	534	scaffold_2752	
124							phanotate	+	69034	69132	99	scaffold_2752							
125							phanotate	-	69469	69579	111	scaffold_2752							
126							phanotate	-	69601	70095	495	scaffold_2752	prodigal	-	69601	70095	495	scaffold_2752	
127	glimmer	-	69601	70104	504	scaffold_2752													
128	glimmer	-	70166	70489	324	scaffold_2752	phanotate	-	70166	70489	324	scaffold_2752	prodigal	-	70166	70489	324	scaffold_2752	
129	glimmer	-	70499	71287	789	scaffold_2752	phanotate	-	70499	71287	789	scaffold_2752	prodigal	-	70499	71287	789	scaffold_2752	
The following gene callers were considered:
, glimmer
, phanotate
, prodigal

The number of distinct gene calls over all gene callers is 129
The number of gene calls in common among all callers is 86
The number of unique (non-matching) gene calls is 27
Caller glimmer produced 100 gene calls.
Caller glimmer gene-call length stats:  min: 114 , max: 3111 , ave: 631.02
Caller phanotate produced 115 gene calls.
Caller phanotate gene-call length stats:  min: 93 , max: 3111 , ave: 564.5739130434782
Caller prodigal produced 102 gene calls.
Caller prodigal gene-call length stats:  min: 93 , max: 3111 , ave: 623.2058823529412

Gene-call Table:
count	
caller	strand	leftEnd	rightEnd	length	contig	
caller	strand	leftEnd	rightEnd	length	contig	
caller	strand	leftEnd	rightEnd	length	contig	

1 	
						
phanotate	+	3	512	510	scaffold_2752	
prodigal	+	3	512	510	scaffold_2752	

2 	
glimmer	+	99	512	414	scaffold_2752	
						
						

3 	
glimmer	+	650	2617	1968	scaffold_2752	
phanotate	+	650	2617	1968	scaffold_2752	
prodigal	+	650	2617	1968	scaffold_2752	

4 	
glimmer	+	2638	3084	447	scaffold_2752	
phanotate	+	2638	3084	447	scaffold_2752	
prodigal	+	2638	3084	447	scaffold_2752	

5 	
glimmer	+	3087	3389	303	scaffold_2752	
phanotate	+	3087	3389	303	scaffold_2752	
prodigal	+	3087	3389	303	scaffold_2752	

6 	
glimmer	+	3427	3885	459	scaffold_2752	
						
prodigal	+	3427	3885	459	scaffold_2752	

7 	
						
phanotate	+	3436	3885	450	scaffold_2752	
						

8 	
glimmer	+	3912	4097	186	scaffold_2752	
phanotate	+	3912	4097	186	scaffold_2752	
prodigal	+	3912	4097	186	scaffold_2752	

9 	
glimmer	+	4171	4701	531	scaffold_2752	
phanotate	+	4171	4701	531	scaffold_2752	
prodigal	+	4171	4701	531	scaffold_2752	

10 	
glimmer	+	4824	5939	1116	scaffold_2752	
phanotate	+	4824	5939	1116	scaffold_2752	
prodigal	+	4824	5939	1116	scaffold_2752	

11 	
glimmer	+	5954	7453	1500	scaffold_2752	
phanotate	+	5954	7453	1500	scaffold_2752	
prodigal	+	5954	7453	1500	scaffold_2752	

12 	
glimmer	+	7469	8629	1161	scaffold_2752	
phanotate	+	7469	8629	1161	scaffold_2752	
prodigal	+	7469	8629	1161	scaffold_2752	

13 	
glimmer	+	8704	9138	435	scaffold_2752	
phanotate	+	8704	9138	435	scaffold_2752	
prodigal	+	8704	9138	435	scaffold_2752	

14 	
glimmer	+	9128	11035	1908	scaffold_2752	
phanotate	+	9128	11035	1908	scaffold_2752	
prodigal	+	9128	11035	1908	scaffold_2752	

15 	
glimmer	+	11028	11774	747	scaffold_2752	
						
prodigal	+	11028	11774	747	scaffold_2752	

16 	
						
phanotate	+	11121	11774	654	scaffold_2752	
						

17 	
glimmer	+	11776	12855	1080	scaffold_2752	
phanotate	+	11776	12855	1080	scaffold_2752	
prodigal	+	11776	12855	1080	scaffold_2752	

18 	
glimmer	+	12970	13728	759	scaffold_2752	
						
						

19 	
						
phanotate	+	12997	13728	732	scaffold_2752	
prodigal	+	12997	13728	732	scaffold_2752	

20 	
glimmer	+	13790	14242	453	scaffold_2752	
phanotate	+	13790	14242	453	scaffold_2752	
prodigal	+	13790	14242	453	scaffold_2752	

21 	
glimmer	+	14266	15219	954	scaffold_2752	
phanotate	+	14266	15219	954	scaffold_2752	
prodigal	+	14266	15219	954	scaffold_2752	

22 	
glimmer	+	15237	15824	588	scaffold_2752	
phanotate	+	15237	15824	588	scaffold_2752	
prodigal	+	15237	15824	588	scaffold_2752	

23 	
glimmer	+	15817	16005	189	scaffold_2752	
phanotate	+	15817	16005	189	scaffold_2752	
prodigal	+	15817	16005	189	scaffold_2752	

24 	
glimmer	-	15981	16355	375	scaffold_2752	
phanotate	-	15981	16355	375	scaffold_2752	
prodigal	-	15981	16355	375	scaffold_2752	

25 	
						
phanotate	-	16473	16586	114	scaffold_2752	
						

26 	
glimmer	-	16568	16756	189	scaffold_2752	
phanotate	-	16568	16756	189	scaffold_2752	
prodigal	-	16568	16756	189	scaffold_2752	

27 	
glimmer	-	16749	17336	588	scaffold_2752	
phanotate	-	16749	17336	588	scaffold_2752	
prodigal	-	16749	17336	588	scaffold_2752	

28 	
glimmer	-	17354	18307	954	scaffold_2752	
phanotate	-	17354	18307	954	scaffold_2752	
prodigal	-	17354	18307	954	scaffold_2752	

29 	
glimmer	-	18331	18783	453	scaffold_2752	
phanotate	-	18331	18783	453	scaffold_2752	
prodigal	-	18331	18783	453	scaffold_2752	

30 	
						
						
prodigal	-	18845	19468	624	scaffold_2752	

31 	
						
phanotate	-	18845	19474	630	scaffold_2752	
						

32 	
glimmer	-	18845	19612	768	scaffold_2752	
						
						

33 	
						
phanotate	+	19484	19609	126	scaffold_2752	
						

34 	
						
phanotate	-	19620	19739	120	scaffold_2752	
						

35 	
glimmer	-	19763	20206	444	scaffold_2752	
phanotate	-	19763	20206	444	scaffold_2752	
prodigal	-	19763	20206	444	scaffold_2752	

36 	
glimmer	-	20245	20631	387	scaffold_2752	
phanotate	-	20245	20631	387	scaffold_2752	
prodigal	-	20245	20631	387	scaffold_2752	

37 	
glimmer	-	20647	21255	609	scaffold_2752	
phanotate	-	20647	21255	609	scaffold_2752	
prodigal	-	20647	21255	609	scaffold_2752	

38 	
glimmer	-	21293	21727	435	scaffold_2752	
phanotate	-	21293	21727	435	scaffold_2752	
prodigal	-	21293	21727	435	scaffold_2752	

39 	
						
phanotate	+	21748	21849	102	scaffold_2752	
						

40 	
glimmer	-	22201	22740	540	scaffold_2752	
phanotate	-	22201	22740	540	scaffold_2752	
prodigal	-	22201	22740	540	scaffold_2752	

41 	
glimmer	+	22831	23370	540	scaffold_2752	
phanotate	+	22831	23370	540	scaffold_2752	
prodigal	+	22831	23370	540	scaffold_2752	

42 	
						
phanotate	-	23722	23823	102	scaffold_2752	
						

43 	
glimmer	+	23844	24278	435	scaffold_2752	
phanotate	+	23844	24278	435	scaffold_2752	
prodigal	+	23844	24278	435	scaffold_2752	

44 	
glimmer	+	24316	24924	609	scaffold_2752	
phanotate	+	24316	24924	609	scaffold_2752	
prodigal	+	24316	24924	609	scaffold_2752	

45 	
glimmer	+	24940	25326	387	scaffold_2752	
phanotate	+	24940	25326	387	scaffold_2752	
prodigal	+	24940	25326	387	scaffold_2752	

46 	
glimmer	+	25365	25808	444	scaffold_2752	
phanotate	+	25365	25808	444	scaffold_2752	
prodigal	+	25365	25808	444	scaffold_2752	

47 	
glimmer	+	25832	25945	114	scaffold_2752	
phanotate	+	25832	25945	114	scaffold_2752	
						

48 	
glimmer	+	25976	26371	396	scaffold_2752	
phanotate	+	25976	26371	396	scaffold_2752	
prodigal	+	25976	26371	396	scaffold_2752	

49 	
						
phanotate	+	26395	26868	474	scaffold_2752	
prodigal	+	26395	26868	474	scaffold_2752	

50 	
glimmer	+	26452	26868	417	scaffold_2752	
						
						

51 	
glimmer	+	26874	27407	534	scaffold_2752	
phanotate	+	26874	27407	534	scaffold_2752	
prodigal	+	26874	27407	534	scaffold_2752	

52 	
glimmer	+	27435	27878	444	scaffold_2752	
phanotate	+	27435	27878	444	scaffold_2752	
prodigal	+	27435	27878	444	scaffold_2752	

53 	
glimmer	+	27885	28343	459	scaffold_2752	
phanotate	+	27885	28343	459	scaffold_2752	
prodigal	+	27885	28343	459	scaffold_2752	

54 	
glimmer	+	28428	28994	567	scaffold_2752	
phanotate	+	28428	28994	567	scaffold_2752	
prodigal	+	28428	28994	567	scaffold_2752	

55 	
glimmer	+	29000	29464	465	scaffold_2752	
phanotate	+	29000	29464	465	scaffold_2752	
prodigal	+	29000	29464	465	scaffold_2752	

56 	
glimmer	+	29496	30008	513	scaffold_2752	
phanotate	+	29496	30008	513	scaffold_2752	
prodigal	+	29496	30008	513	scaffold_2752	

57 	
glimmer	+	30016	30426	411	scaffold_2752	
phanotate	+	30016	30426	411	scaffold_2752	
prodigal	+	30016	30426	411	scaffold_2752	

58 	
						
phanotate	+	30430	30522	93	scaffold_2752	
prodigal	+	30430	30522	93	scaffold_2752	

59 	
glimmer	+	30572	30880	309	scaffold_2752	
phanotate	+	30572	30880	309	scaffold_2752	
prodigal	+	30572	30880	309	scaffold_2752	

60 	
glimmer	+	30963	31448	486	scaffold_2752	
phanotate	+	30963	31448	486	scaffold_2752	
prodigal	+	30963	31448	486	scaffold_2752	

61 	
						
						
prodigal	+	31519	31839	321	scaffold_2752	

62 	
glimmer	+	31543	31839	297	scaffold_2752	
phanotate	+	31543	31839	297	scaffold_2752	
						

63 	
glimmer	+	31820	32353	534	scaffold_2752	
phanotate	+	31820	32353	534	scaffold_2752	
prodigal	+	31820	32353	534	scaffold_2752	

64 	
glimmer	+	32353	33195	843	scaffold_2752	
phanotate	+	32353	33195	843	scaffold_2752	
prodigal	+	32353	33195	843	scaffold_2752	

65 	
glimmer	+	33188	33442	255	scaffold_2752	
phanotate	+	33188	33442	255	scaffold_2752	
prodigal	+	33188	33442	255	scaffold_2752	

66 	
glimmer	+	33504	33848	345	scaffold_2752	
phanotate	+	33504	33848	345	scaffold_2752	
prodigal	+	33504	33848	345	scaffold_2752	

67 	
glimmer	+	33852	34046	195	scaffold_2752	
phanotate	+	33852	34046	195	scaffold_2752	
prodigal	+	33852	34046	195	scaffold_2752	

68 	
glimmer	+	34119	34805	687	scaffold_2752	
phanotate	+	34119	34805	687	scaffold_2752	
prodigal	+	34119	34805	687	scaffold_2752	

69 	
glimmer	+	34814	35113	300	scaffold_2752	
phanotate	+	34814	35113	300	scaffold_2752	
prodigal	+	34814	35113	300	scaffold_2752	

70 	
glimmer	+	35220	38330	3111	scaffold_2752	
phanotate	+	35220	38330	3111	scaffold_2752	
prodigal	+	35220	38330	3111	scaffold_2752	

71 	
glimmer	+	38395	38994	600	scaffold_2752	
phanotate	+	38395	38994	600	scaffold_2752	
prodigal	+	38395	38994	600	scaffold_2752	

72 	
glimmer	+	38991	40547	1557	scaffold_2752	
phanotate	+	38991	40547	1557	scaffold_2752	
prodigal	+	38991	40547	1557	scaffold_2752	

73 	
glimmer	+	40570	41889	1320	scaffold_2752	
phanotate	+	40570	41889	1320	scaffold_2752	
prodigal	+	40570	41889	1320	scaffold_2752	

74 	
glimmer	+	41886	42200	315	scaffold_2752	
phanotate	+	41886	42200	315	scaffold_2752	
prodigal	+	41886	42200	315	scaffold_2752	

75 	
						
phanotate	+	42193	42309	117	scaffold_2752	
						

76 	
glimmer	+	42306	43028	723	scaffold_2752	
phanotate	+	42306	43028	723	scaffold_2752	
prodigal	+	42306	43028	723	scaffold_2752	

77 	
glimmer	+	43240	43971	732	scaffold_2752	
phanotate	+	43240	43971	732	scaffold_2752	
						

78 	
						
						
prodigal	+	43285	43971	687	scaffold_2752	

79 	
glimmer	+	44004	46736	2733	scaffold_2752	
phanotate	+	44004	46736	2733	scaffold_2752	
prodigal	+	44004	46736	2733	scaffold_2752	

80 	
glimmer	+	46753	47598	846	scaffold_2752	
phanotate	+	46753	47598	846	scaffold_2752	
prodigal	+	46753	47598	846	scaffold_2752	

81 	
glimmer	+	47709	48683	975	scaffold_2752	
phanotate	+	47709	48683	975	scaffold_2752	
prodigal	+	47709	48683	975	scaffold_2752	

82 	
glimmer	+	48767	49705	939	scaffold_2752	
phanotate	+	48767	49705	939	scaffold_2752	
prodigal	+	48767	49705	939	scaffold_2752	

83 	
						
